,d,current_eps_now,current_eps,E,E_thm,iterations
0,1.6,0.1738931213622957,0.1738931213622957,-1.2652775302165609,-1.3142084858581748,0
1,1.6,0.1738931213622957,0.2738931213622957,-1.2946745225179046,-1.3142084858581748,1
2,1.6,0.2738931213622957,0.3738931213622957,-1.2995928100156822,-1.3142084858581748,2
3,1.6,0.3738931213622957,0.47389312136229567,-1.303701051757468,-1.3142084858581748,3
4,1.6,0.47389312136229567,0.5738931213622956,-1.3074996760871211,-1.3142084858581748,4
5,1.6,0.5738931213622956,0.6738931213622956,-1.3111230942324383,-1.3142084858581748,5
6,1.6,0.6738931213622956,0.7738931213622956,-1.314203971677751,-1.3142084858581748,6
7,1.6,0.7738931213622956,0.8738931213622956,-1.3142084780523158,-1.3142084858581748,7
8,1.6,0.8738931213622956,0.9738931213622956,-1.3142084784479315,-1.3142084858581748,8
9,1.6,0.9738931213622956,1.0738931213622955,-1.314208475277745,-1.3142084858581748,9
10,1.6,1.0738931213622955,1.1738931213622956,-1.3142084828421992,-1.3142084858581748,10
11,1.6,1.1738931213622956,1.2738931213622957,-1.314208419189359,-1.3142084858581748,11
12,1.6,1.2738931213622957,1.3738931213622958,-1.3142083514814242,-1.3142084858581748,12
13,1.6,1.3738931213622958,1.4738931213622959,-1.31420841319329,-1.3142084858581748,13
14,1.6,1.4738931213622959,1.573893121362296,-1.3142084818521877,-1.3142084858581748,14
15,1.6,1.573893121362296,1.673893121362296,-1.3142084025947147,-1.3142084858581748,15
16,1.6,1.673893121362296,1.7738931213622962,-1.314208396706445,-1.3142084858581748,16
17,1.6,1.7738931213622962,1.8738931213622962,-1.3142084794094102,-1.3142084858581748,17
18,1.6,1.8738931213622962,1.7738931213622962,-1.3142085288920928,-1.3142084858581748,18
19,1.6,1.7738931213622962,1.7838931213622962,-1.3142084794094102,-1.3142084858581748,19
20,1.6,1.7838931213622962,1.7738931213622962,-1.314208489103662,-1.3142084858581748,20
21,1.6,1.7738931213622962,1.774893121362296,-1.3142084794094102,-1.3142084858581748,21
22,1.6,1.774893121362296,1.775893121362296,-1.3142084801986513,-1.3142084858581748,22
23,1.6,1.775893121362296,1.7768931213622958,-1.3142084810204482,-1.3142084858581748,23
24,1.6,1.7768931213622958,1.7778931213622957,-1.3142084818805957,-1.3142084858581748,24
25,1.6,1.7778931213622957,1.7788931213622956,-1.3142084827840272,-1.3142084858581748,25
26,1.6,1.7788931213622956,1.7798931213622955,-1.3142084836951302,-1.3142084858581748,26
27,1.6,1.7798931213622955,1.7808931213622954,-1.3142084846660829,-1.3142084858581748,27
28,1.6,1.7808931213622954,1.7818931213622953,-1.3142084856995826,-1.3142084858581748,28
29,1.6,1.7818931213622953,1.7808931213622954,-1.3142084867970214,-1.3142084858581748,29
30,1.6,1.7808931213622954,1.7809931213622954,-1.3142084856995826,-1.3142084858581748,30
31,1.6,1.7809931213622954,1.7810931213622954,-1.3142084858064358,-1.3142084858581748,31
