,d,current_eps_now,current_eps,E,E_thm,iterations
0,3.1,0.15377625956322194,0.15377625956322194,-1.0567778436368656,-1.1041852664833893,0
1,3.1,0.15377625956322194,0.2537762595632219,-1.103585448956509,-1.1041852664833893,1
2,3.1,0.2537762595632219,0.3537762595632219,-1.1040793059046465,-1.1041852664833893,2
3,3.1,0.3537762595632219,0.4537762595632219,-1.1041041189746923,-1.1041852664833893,3
4,3.1,0.4537762595632219,0.5537762595632219,-1.1041266389784714,-1.1041852664833893,4
5,3.1,0.5537762595632219,0.6537762595632218,-1.1041478971117553,-1.1041852664833893,5
6,3.1,0.6537762595632218,0.7537762595632218,-1.1041684679489645,-1.1041852664833893,6
7,3.1,0.7537762595632218,0.8537762595632218,-1.1041834593364466,-1.1041852664833893,7
8,3.1,0.8537762595632218,0.7537762595632218,-1.1041852730394977,-1.1041852664833893,8
9,3.1,0.7537762595632218,0.7637762595632218,-1.1041834593364466,-1.1041852664833893,9
10,3.1,0.7637762595632218,0.7737762595632218,-1.1041839838771736,-1.1041852664833893,10
11,3.1,0.7737762595632218,0.7837762595632218,-1.1041843999285335,-1.1041852664833893,11
12,3.1,0.7837762595632218,0.7937762595632218,-1.1041847259677409,-1.1041852664833893,12
13,3.1,0.7937762595632218,0.8037762595632219,-1.1041850047607815,-1.1041852664833893,13
14,3.1,0.8037762595632219,0.8137762595632219,-1.104185130853522,-1.1041852664833893,14
15,3.1,0.8137762595632219,0.8237762595632219,-1.1041852388866276,-1.1041852664833893,15
16,3.1,0.8237762595632219,0.8337762595632219,-1.1041852476635923,-1.1041852664833893,16
17,3.1,0.8337762595632219,0.8237762595632219,-1.1041852736042106,-1.1041852664833893,17
18,3.1,0.8237762595632219,0.8247762595632219,-1.1041852476635923,-1.1041852664833893,18
19,3.1,0.8247762595632219,0.8237762595632219,-1.1041852799320466,-1.1041852664833893,19
20,3.1,0.8237762595632219,0.8238762595632219,-1.1041852476635923,-1.1041852664833893,20
21,3.1,0.8238762595632219,0.8239762595632218,-1.1041852482427212,-1.1041852664833893,21
