,d,current_eps_now,current_eps,E,E_thm,iterations
0,1.1,0.17586837296700134,0.17586837296700134,-1.463148679108534,-1.560263136714531,0
1,1.1,0.17586837296700134,0.27586837296700134,-1.4993013339508359,-1.560263136714531,1
2,1.1,0.27586837296700134,0.3758683729670014,-1.5143918058491288,-1.560263136714531,2
3,1.1,0.3758683729670014,0.47586837296700135,-1.5282425996042543,-1.560263136714531,3
4,1.1,0.47586837296700135,0.5758683729670013,-1.541290090855863,-1.560263136714531,4
5,1.1,0.5758683729670013,0.6758683729670013,-1.5539158263432036,-1.560263136714531,5
6,1.1,0.6758683729670013,0.5758683729670013,-1.5602631745417845,-1.560263136714531,6
7,1.1,0.5758683729670013,0.5858683729670013,-1.5539158263432036,-1.560263136714531,7
8,1.1,0.5858683729670013,0.5958683729670013,-1.555162811805878,-1.560263136714531,8
9,1.1,0.5958683729670013,0.6058683729670014,-1.5564054864858865,-1.560263136714531,9
10,1.1,0.6058683729670014,0.6158683729670014,-1.557639278928089,-1.560263136714531,10
11,1.1,0.6158683729670014,0.6258683729670014,-1.5587550369430105,-1.560263136714531,11
12,1.1,0.6258683729670014,0.6358683729670014,-1.5594485014233737,-1.560263136714531,12
13,1.1,0.6358683729670014,0.6458683729670014,-1.5598715059770938,-1.560263136714531,13
14,1.1,0.6458683729670014,0.6558683729670014,-1.5601178760543024,-1.560263136714531,14
15,1.1,0.6558683729670014,0.6658683729670014,-1.5602376840035723,-1.560263136714531,15
16,1.1,0.6658683729670014,0.6558683729670014,-1.560263250125753,-1.560263136714531,16
17,1.1,0.6558683729670014,0.6568683729670014,-1.5602376840035723,-1.560263136714531,17
18,1.1,0.6568683729670014,0.6578683729670014,-1.560243971688176,-1.560263136714531,18
19,1.1,0.6578683729670014,0.6588683729670014,-1.5602493341329935,-1.560263136714531,19
20,1.1,0.6588683729670014,0.6598683729670014,-1.5602537867484099,-1.560263136714531,20
21,1.1,0.6598683729670014,0.6608683729670014,-1.5602573507138318,-1.560263136714531,21
22,1.1,0.6608683729670014,0.6618683729670014,-1.560260046360652,-1.560263136714531,22
23,1.1,0.6618683729670014,0.6628683729670014,-1.560261893220483,-1.560263136714531,23
24,1.1,0.6628683729670014,0.6638683729670014,-1.5602629100751906,-1.560263136714531,24
25,1.1,0.6638683729670014,0.6628683729670014,-1.5602631892196004,-1.560263136714531,25
26,1.1,0.6628683729670014,0.6629683729670014,-1.5602629100751906,-1.560263136714531,26
27,1.1,0.6629683729670014,0.6630683729670014,-1.5602629668123487,-1.560263136714531,27
28,1.1,0.6630683729670014,0.6631683729670014,-1.5602630154485306,-1.560263136714531,28
29,1.1,0.6631683729670014,0.6632683729670014,-1.5602630560013804,-1.560263136714531,29
30,1.1,0.6632683729670014,0.6633683729670014,-1.56026308848848,-1.560263136714531,30
31,1.1,0.6633683729670014,0.6634683729670013,-1.5602631129273532,-1.560263136714531,31
32,1.1,0.6634683729670013,0.6635683729670013,-1.5602631293354499,-1.560263136714531,32
33,1.1,0.6635683729670013,0.6636683729670013,-1.5602631077508917,-1.560263136714531,33
34,1.1,0.6636683729670013,0.6637683729670013,-1.5602631274243186,-1.560263136714531,34
