,d,current_eps_now,current_eps,E,E_thm,iterations
0,0.4,0.18805921652533486,0.18805921652533486,-1.9351445510240577,-2.237092731927083,0
1,0.4,0.18805921652533486,0.28805921652533484,-2.04406782738233,-2.237092731927083,1
2,0.4,0.28805921652533484,0.3880592165253348,-2.0978510936975163,-2.237092731927083,2
3,0.4,0.3880592165253348,0.4880592165253348,-2.1504081940268676,-2.237092731927083,3
4,0.4,0.4880592165253348,0.5880592165253348,-2.2022492675519434,-2.237092731927083,4
5,0.4,0.5880592165253348,0.4880592165253348,-2.237092731962586,-2.237092731927083,5
6,0.4,0.4880592165253348,0.4980592165253348,-2.2022492675519434,-2.237092731927083,6
7,0.4,0.4980592165253348,0.5080592165253348,-2.207402579063352,-2.237092731927083,7
8,0.4,0.5080592165253348,0.5180592165253348,-2.2125332235514312,-2.237092731927083,8
9,0.4,0.5180592165253348,0.5280592165253348,-2.21763207860948,-2.237092731927083,9
10,0.4,0.5280592165253348,0.5380592165253348,-2.2227010431652516,-2.237092731927083,10
11,0.4,0.5380592165253348,0.5480592165253348,-2.2277419086920043,-2.237092731927083,11
12,0.4,0.5480592165253348,0.5580592165253349,-2.2327542531344977,-2.237092731927083,12
13,0.4,0.5580592165253349,0.5680592165253349,-2.2356513893755916,-2.237092731927083,13
14,0.4,0.5680592165253349,0.5780592165253349,-2.236767850727263,-2.237092731927083,14
15,0.4,0.5780592165253349,0.5880592165253349,-2.237090496914135,-2.237092731927083,15
16,0.4,0.5880592165253349,0.5780592165253349,-2.2370927319699607,-2.237092731927083,16
17,0.4,0.5780592165253349,0.5790592165253349,-2.237090496914135,-2.237092731927083,17
18,0.4,0.5790592165253349,0.5780592165253349,-2.237092732017869,-2.237092731927083,18
19,0.4,0.5780592165253349,0.5781592165253349,-2.237090496914135,-2.237092731927083,19
20,0.4,0.5781592165253349,0.5782592165253349,-2.2370909315287855,-2.237092731927083,20
21,0.4,0.5782592165253349,0.5783592165253348,-2.2370913184209305,-2.237092731927083,21
22,0.4,0.5783592165253348,0.5784592165253348,-2.2370916577504287,-2.237092731927083,22
23,0.4,0.5784592165253348,0.5785592165253348,-2.2370919497086885,-2.237092731927083,23
24,0.4,0.5785592165253348,0.5786592165253348,-2.237092194468459,-2.237092731927083,24
25,0.4,0.5786592165253348,0.5787592165253348,-2.2370923922169013,-2.237092731927083,25
26,0.4,0.5787592165253348,0.5788592165253348,-2.237092543116461,-2.237092731927083,26
27,0.4,0.5788592165253348,0.5789592165253348,-2.23709264734688,-2.237092731927083,27
28,0.4,0.5789592165253348,0.5790592165253348,-2.237092705085919,-2.237092731927083,28
