,d,current_eps_now,current_eps,E,E_thm,iterations
0,1.9,0.15978030756837439,0.15978030756837439,-1.1884895217321636,-1.2328531755355703,0
1,1.9,0.15978030756837439,0.2597803075683744,-1.2235076027382719,-1.2328531755355703,1
2,1.9,0.2597803075683744,0.3597803075683744,-1.226227522676191,-1.2328531755355703,2
3,1.9,0.3597803075683744,0.4597803075683744,-1.2280195303519927,-1.2328531755355703,3
4,1.9,0.4597803075683744,0.5597803075683744,-1.2296242232222443,-1.2328531755355703,4
5,1.9,0.5597803075683744,0.6597803075683744,-1.2311293405729409,-1.2328531755355703,5
6,1.9,0.6597803075683744,0.7597803075683743,-1.2325848359639977,-1.2328531755355703,6
7,1.9,0.7597803075683743,0.8597803075683743,-1.232853165892348,-1.2328531755355703,7
8,1.9,0.8597803075683743,0.9597803075683743,-1.2328531745235507,-1.2328531755355703,8
9,1.9,0.9597803075683743,0.8597803075683743,-1.2328531769817186,-1.2328531755355703,9
10,1.9,0.8597803075683743,0.8697803075683743,-1.2328531745235507,-1.2328531755355703,10
11,1.9,0.8697803075683743,0.8797803075683743,-1.2328531750375418,-1.2328531755355703,11
12,1.9,0.8797803075683743,0.8897803075683743,-1.2328531754938472,-1.2328531755355703,12
13,1.9,0.8897803075683743,0.8797803075683743,-1.2328531759359769,-1.2328531755355703,13
14,1.9,0.8797803075683743,0.8807803075683743,-1.2328531754938472,-1.2328531755355703,14
15,1.9,0.8807803075683743,0.8797803075683743,-1.2328531755384418,-1.2328531755355703,15
16,1.9,0.8797803075683743,0.8798803075683743,-1.2328531754938472,-1.2328531755355703,16
17,1.9,0.8798803075683743,0.8799803075683743,-1.2328531754983172,-1.2328531755355703,17
18,1.9,0.8799803075683743,0.8800803075683743,-1.2328531755027854,-1.2328531755355703,18
19,1.9,0.8800803075683743,0.8801803075683743,-1.2328531755072527,-1.2328531755355703,19
20,1.9,0.8801803075683743,0.8802803075683743,-1.232853175511714,-1.2328531755355703,20
21,1.9,0.8802803075683743,0.8803803075683743,-1.2328531755161765,-1.2328531755355703,21
22,1.9,0.8803803075683743,0.8804803075683743,-1.2328531755206331,-1.2328531755355703,22
23,1.9,0.8804803075683743,0.8805803075683742,-1.2328531755250893,-1.2328531755355703,23
24,1.9,0.8805803075683742,0.8806803075683742,-1.2328531755295404,-1.2328531755355703,24
25,1.9,0.8806803075683742,0.8807803075683742,-1.232853175533993,-1.2328531755355703,25
