,d,current_eps_now,current_eps,E,E_thm,iterations
0,0.7,0.17565565646863826,0.17565565646863826,-1.707802380143784,-1.8921568982373507,0
1,0.7,0.17565565646863826,0.27565565646863827,-1.7701321064526154,-1.8921568982373507,1
2,0.7,0.27565565646863827,0.3756556564686383,-1.8019032313630166,-1.8921568982373507,2
3,0.7,0.3756556564686383,0.4756556564686383,-1.8320454390738024,-1.8921568982373507,3
4,0.7,0.4756556564686383,0.5756556564686383,-1.8611673387284828,-1.8921568982373507,4
5,0.7,0.5756556564686383,0.6756556564686382,-1.8896025603437159,-1.8921568982373507,5
6,0.7,0.6756556564686382,0.7756556564686382,-1.8921568982051538,-1.8921568982373507,6
7,0.7,0.7756556564686382,0.8756556564686382,-1.892156889568614,-1.8921568982373507,7
8,0.7,0.8756556564686382,0.7756556564686382,-1.892156975225028,-1.8921568982373507,8
9,0.7,0.7756556564686382,0.7856556564686382,-1.892156889568614,-1.8921568982373507,9
10,0.7,0.7856556564686382,0.7956556564686382,-1.8921568898706398,-1.8921568982373507,10
11,0.7,0.7956556564686382,0.8056556564686382,-1.8921568973941063,-1.8921568982373507,11
12,0.7,0.8056556564686382,0.8156556564686382,-1.89215689742637,-1.8921568982373507,12
13,0.7,0.8156556564686382,0.8256556564686383,-1.8921568973831224,-1.8921568982373507,13
14,0.7,0.8256556564686383,0.8356556564686383,-1.892156897140498,-1.8921568982373507,14
15,0.7,0.8356556564686383,0.8456556564686383,-1.892156890236073,-1.8921568982373507,15
16,0.7,0.8456556564686383,0.8556556564686383,-1.8921568875659962,-1.8921568982373507,16
17,0.7,0.8556556564686383,0.8456556564686383,-1.8921569794309505,-1.8921568982373507,17
18,0.7,0.8456556564686383,0.8466556564686383,-1.8921568875659962,-1.8921568982373507,18
19,0.7,0.8466556564686383,0.8476556564686383,-1.8921568882150166,-1.8921568982373507,19
20,0.7,0.8476556564686383,0.8486556564686383,-1.8921568889307168,-1.8921568982373507,20
21,0.7,0.8486556564686383,0.8476556564686383,-1.8921569572950636,-1.8921568982373507,21
22,0.7,0.8476556564686383,0.8477556564686383,-1.8921568889307168,-1.8921568982373507,22
23,0.7,0.8477556564686383,0.8478556564686383,-1.8921568890035778,-1.8921568982373507,23
24,0.7,0.8478556564686383,0.8479556564686382,-1.892156889079875,-1.8921568982373507,24
25,0.7,0.8479556564686382,0.8480556564686382,-1.8921568891544784,-1.8921568982373507,25
26,0.7,0.8480556564686382,0.8481556564686382,-1.8921568892325855,-1.8921568982373507,26
27,0.7,0.8481556564686382,0.8482556564686382,-1.8921568893132168,-1.8921568982373507,27
28,0.7,0.8482556564686382,0.8483556564686382,-1.8921568893914045,-1.8921568982373507,28
